Ensembl.ID.supplied.by.Ensembl.	NCBI.Gene.ID.supplied.by.NCBI.	Approved.symbol	UniProt.ID.supplied.by.UniProt.	X0Gene	logFC	P.Value	adj.P.Val
ENSG00000006283	8913	CACNA1G	O43497	X131.ENSG00000006283	-0.0671467532467532	0.616338321235614	1
ENSG00000006327	51330	TNFRSF12A	Q9NP84	X132.ENSG00000006327	-0.37332077922078	0.515628245055256	1
ENSG00000006377	1750	DLX6	P56179	X133.ENSG00000006377	-0.0113727272727273	0.43381533784845	1
ENSG00000006432	4293	MAP3K9	P80192	X134.ENSG00000006432	0.00016493506493482	0.999474971284122	1
ENSG00000006451	5898	RALA	P11233	X135.ENSG00000006451	0.437275324675325	0.196418445671147	1
ENSG00000006453	55971	BAIAP2L1	Q9UHR4	X136.ENSG00000006453	-0.121258441558442	0.627755385363799	1
ENSG00000006459	80853	KDM7A	Q6ZMT4	X137.ENSG00000006459	-0.0709077922077922	0.724451602219113	1
ENSG00000006468	2115	ETV1	P50549	X138.ENSG00000006468	-0.0453584415584416	0.716136016938355	1
ENSG00000006530	55750	AGK	Q53H12	X139.ENSG00000006530	0.0180077922077923	0.921646161628059	1
ENSG00000006534	221	ALDH3B1	P43353	X140.ENSG00000006534	-0.311690909090909	0.464504893261785	1
ENSG00000006555	55001	TTC22	Q5TAA0	X141.ENSG00000006555	0.155333766233766	0.651372929336743	1
ENSG00000006576	57157	PHTF2	Q8N3S3	X142.ENSG00000006576	0.215610389610389	0.141059831516594	1
ENSG00000006606	10344	CCL26	Q9Y258	X143.ENSG00000006606	0.035951948051948	0.711521230887336	1
ENSG00000006607	9855	FARP2	O94887	X144.ENSG00000006607	-0.0270727272727274	0.865093862599415	1
ENSG00000006611	10083	USH1C	Q9Y6N9	X145.ENSG00000006611	0.0732	0.0796876471089312	1
ENSG00000006625	79017	GGCT	O75223	X146.ENSG00000006625	-0.0878662337662341	0.727668946970384	1
ENSG00000006634	10926	DBF4	Q9UBU7	X147.ENSG00000006634	-0.13267922077922	0.541986998739087	1
ENSG00000006638	6915	TBXA2R	P21731	X148.ENSG00000006638	-0.304412987012987	0.228795446029641	1
ENSG00000006652	3475	IFRD1	O00458	X149.ENSG00000006652	0.0119545454545456	0.963436285555156	1
ENSG00000006659	56891	LGALS14	Q8TCE9	X150.ENSG00000006659	-0.2284	0.211957045832259	1
ENSG00000006695	1352	COX10	Q12887	X151.ENSG00000006695	0.00586753246753155	0.978059803241847	1
ENSG00000006704	9569	GTF2IRD1	Q9UHL9	X152.ENSG00000006704	-0.0687597402597404	0.725434465175694	1
ENSG00000006712	54623	PAF1	Q8N7H5	X153.ENSG00000006712	0.0146883116883109	0.955144015926074	1
ENSG00000006715	27072	VPS41	P49754	X154.ENSG00000006715	0.114638961038961	0.676838629857943	1
ENSG00000006740	9912	ARHGAP44	Q17R89	X155.ENSG00000006740	0.00192077922077928	0.982870810791704	1
ENSG00000006744	60528	ELAC2	Q9BQ52	X156.ENSG00000006744	-0.0432012987012989	0.78966685981012	1
ENSG00000006747	85477	SCIN	Q9Y6U3	X157.ENSG00000006747	-0.0532883116883118	0.671844202810233	1
ENSG00000006756	414	ARSD	P51689	X158.ENSG00000006756	-0.468858441558442	0.269803017413371	1
ENSG00000006757	8228	PNPLA4	P41247	X159.ENSG00000006757	-0.516068831168831	0.101842647134669	1
ENSG00000006788	8735	MYH13	Q9UKX3	X160.ENSG00000006788	0.0086	0.235492851734505	1
ENSG00000006831	79602	ADIPOR2	Q86V24	X161.ENSG00000006831	-0.0127311688311695	0.949266087593101	1
ENSG00000006837	51265	CDKL3	Q8IVW4	X162.ENSG00000006837	0.00508701298701292	0.979514035277102	1
ENSG00000007001	151531	UPP2	O95045	X163.ENSG00000007001	-0.0128090909090909	0.254461657185683	1
ENSG00000007038	10942	PRSS21	Q9Y6M0	X164.ENSG00000007038	-0.503124675324676	0.288949095074244	1
ENSG00000007047	57787	MARK4	Q96L34	X165.ENSG00000007047	-0.261714285714286	0.123650185921203	1
ENSG00000007062	8842	PROM1	O43490	X166.ENSG00000007062	0.027874025974026	0.764815630118333	1
ENSG00000007080	115098	CCDC124	Q96CT7	X167.ENSG00000007080	-0.134158441558442	0.361236171219292	1
ENSG00000007129	90273	CEACAM21	Q3KPI0	X168.ENSG00000007129	0.180307792207792	0.572104609216908	1
ENSG00000007168	5048	PAFAH1B1	P43034	X169.ENSG00000007168	-0.00609220779220822	0.966756257031157	1
ENSG00000007171	4843	NOS2	P35228	X170.ENSG00000007171	0.00506103896103896	0.880103274651267	1
ENSG00000007174	1770	DNAH9	Q9NYC9	X171.ENSG00000007174	-0.0114142857142858	0.88559581781842	1
ENSG00000007202	9703	KIAA0100	Q14667	X172.ENSG00000007202	-0.187472727272728	0.0189690931180222	1
ENSG00000007216	9058	SLC13A2	Q13183	X173.ENSG00000007216	0.00888571428571428	0.233649323033519	1
ENSG00000007237	8522	GAS7	O60861	X174.ENSG00000007237	-0.325359740259741	0.446587868387656	1
