Ensembl.ID.supplied.by.Ensembl.	NCBI.Gene.ID.supplied.by.NCBI.	Approved.symbol	UniProt.ID.supplied.by.UniProt.	X0Gene	logFC	P.Value	adj.P.Val
ENSG00000185163	317781	DDX51	Q8N8A6	X15303.ENSG00000185163	0.0781423076923072	0.559190387474916	0.884568856585473
ENSG00000185164	283820	NOMO2	Q5JPE7	X15304.ENSG00000185164	0.193346153846153	0.0266677912929868	0.695259707799364
ENSG00000185176	653437	AQP12B	A6NM10	X15305.ENSG00000185176	0.0704692307692308	0.0946320963332165	0.695259707799364
ENSG00000185177	90827	ZNF479	Q96JC4	X15306.ENSG00000185177	0.0701769230769231	0.215710521815505	0.707901056509599
ENSG00000185187	59307	SIGIRR	Q6IA17	X15307.ENSG00000185187	0.228170192307693	0.216222247339626	0.707901056509599
ENSG00000185189	340371	NRBP2	Q9NSY0	X15308.ENSG00000185189	0.160717307692308	0.248237403752115	0.722963650658958
ENSG00000185198	400668	PRSS57	Q6UWY2	X15309.ENSG00000185198	-0.274195192307692	0.0778922228529529	0.695259707799364
ENSG00000185201	10581	IFITM2	Q01629	X15310.ENSG00000185201	0.00782403846153785	0.965794562971312	1
ENSG00000185215	7127	TNFAIP2	Q03169	X15311.ENSG00000185215	0.139770192307692	0.725113653695156	0.946304355574744
ENSG00000185219	353274	ZNF445	P59923	X15312.ENSG00000185219	0.322528846153846	0.225979189269716	0.711809264088424
ENSG00000185220	267002	PGBD2	Q6P3X8	X15313.ENSG00000185220	0.373068269230769	0.266765603114979	0.73923425685746
ENSG00000185222	51186	TCEAL9	Q9UHQ7	X15314.ENSG00000185222	-0.0627211538461539	0.590725131382639	0.898363797191601
ENSG00000185231	4158	MC2R	Q01718	X15315.ENSG00000185231	0.0520884615384615	0.0919760277497614	0.695259707799364
ENSG00000185236	9230	RAB11B	Q15907	X15316.ENSG00000185236	0.161736538461538	0.125971399322613	0.703323253844589
ENSG00000185238	10196	PRMT3	O60678	X15317.ENSG00000185238	-0.0900461538461538	0.526716922933706	0.871614570495841
ENSG00000185245	2811	GP1BA	P07359	X15318.ENSG00000185245	-0.0919336538461536	0.538686801953991	0.87650536925179
ENSG00000185246	55015	PRPF39	Q86UA1	X15319.ENSG00000185246	0.105074038461539	0.546317975007788	0.879635501801053
ENSG00000185247	4110	MAGEA11	P43364	X15320.ENSG00000185247	0.0115875	0.279138848158114	0.747615484513709
ENSG00000185250	285755	PPIL6	Q8IXY8	X15321.ENSG00000185250	0.0451509615384614	0.817147653593574	0.972612063228707
ENSG00000185252	7625	ZNF74	Q16587	X15322.ENSG00000185252	0.194219230769231	0.342565227129886	0.787028874851279
ENSG00000185261	285600	KIAA0825	Q8IV33	X15323.ENSG00000185261	0.401582692307692	0.082826711838723	0.695259707799364
ENSG00000185262	283991	UBALD2	Q8IYN6	X15324.ENSG00000185262	-0.211402884615385	0.141561025730478	0.706794078462631
ENSG00000185264	339669	TEX33	O43247	X15325.ENSG00000185264	0.0432125	0.200940587575286	0.706794078462631
ENSG00000185267	441549	CDNF	Q49AH0	X15326.ENSG00000185267	-0.482822115384615	0.0976380255001814	0.695259707799364
ENSG00000185269	147111	NOTUM	Q6P988	X15327.ENSG00000185269	0.0175086538461538	0.748615472571791	0.954305823765608
ENSG00000185271	123103	KLHL33	A6NCF5	X15328.ENSG00000185271	0.0197201923076923	0.825461736363031	0.975921806154901
ENSG00000185272	54033	RBM11	P57052	X15329.ENSG00000185272	-0.483900961538462	0.0981574152402056	0.695259707799364
ENSG00000185274	64409	GALNT17	Q6IS24	X15330.ENSG00000185274	0.0143125	0.218113663465274	0.708057984063263
ENSG00000185278	84614	ZBTB37	Q5TC79	X15331.ENSG00000185278	0.34770576923077	0.0886492934290426	0.695259707799364
ENSG00000185290	389493	NUPR2	A6NF83	X15332.ENSG00000185290	0.107285576923077	0.482630630155887	0.849244413978733
